Offense_Code,Offense_Category,Description,Police_District,Beat,Occurence_Date
4801,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,2,2B,2021/04/18 20:48:00+00
1399,BATTERY,243(D) BATTERY CIVILIAN W/INJ,3,3M,2021/04/18 23:47:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,2021/04/19 01:25:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,2021/04/19 03:10:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4A,2021/04/19 03:49:00+00
4801,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,3,3M,2021/04/19 09:33:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5A,2021/04/15 13:30:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,2021/03/31 20:30:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,2021/04/17 04:00:00+00
2605,FRAUD,484G(B) PC ACCESS CARD FRAUD,3,3B,2021/04/16 20:00:00+00
1203,ROBBERY,211 PC ROBBERY-SHOPLIFT,4,4B,2021/04/17 23:23:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3M,2021/04/17 00:18:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3A,2021/04/18 15:23:00+00
2305,LARCENY,487(A) GRAND THEFT-CLOUT-UNLOC,3,3A,2021/04/17 05:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,5,5C,2021/04/18 16:07:00+00
2304,LARCENY,487(A) GRAND THEFT-AUTO PARTS,4,4C,2021/04/19 01:55:00+00
5499,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,2,2B,2021/04/18 21:20:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2B,2021/04/16 07:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1B,2021/04/18 06:00:00+00
4902,FUGITIVE,1551(A) FUGITIVE FROM JUSTICE,3,3M,2021/03/13 07:22:00+00
5499,TRAFFIC,2800.1(A) VC EVADE PEACE OFCR,2,2A,2021/04/18 16:16:00+00
1203,ROBBERY,211 PC ROBBERY-SHOPLIFT,2,2C,2021/04/18 21:25:00+00
2999,VANDALISM,594(A)(2) VANDALISM-DAMAGE,3,3M,2021/04/15 01:24:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2B,2021/04/14 10:15:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1A,2021/04/12 22:09:00+00
5404,TRAFFIC,23152(A) DUI ALCOHOL,2,2A,2021/04/18 06:43:00+00
5202,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-FEL,1,1C,2021/04/18 23:19:00+00
7000,RELEASE,849(B)(1) CERTIFICATE OF RELEA,2,2A,2021/04/19 07:01:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,2021/04/16 21:50:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5B,2021/04/17 01:00:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,2021/04/01 19:00:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,2021/04/18 02:07:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3M,2021/04/18 06:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,2021/04/16 22:00:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,3,3M,2021/04/18 17:06:00+00
1212,ROBBERY,215(A) PC CARJACKING,1,1A,2021/04/19 10:10:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4C,2021/04/16 19:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1A,2021/04/16 05:30:00+00
1315,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6A,2021/04/18 04:41:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,2021/04/17 01:14:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,2021/04/16 19:30:00+00
5213,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,6,6B,2021/04/19 04:34:00+00
1210,ROBBERY,211 PC ROBBERY-PURSE SNATCH,3,3A,2021/04/18 22:52:00+00
2803,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,2,2A,2021/04/18 22:47:00+00
2999,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,3,3M,2021/04/15 08:00:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4C,2021/04/10 18:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,2021/04/16 13:15:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6D,2021/04/13 05:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,2021/04/16 08:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6B,2021/04/11 04:55:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4C,2021/04/17 04:50:00+00
2310,LARCENY,1708 US THEFT OF MAIL,6,6D,2021/04/15 19:48:00+00
2310,LARCENY,1708 US THEFT OF MAIL,5,5C,2021/04/16 02:35:00+00
2310,LARCENY,1708 US THEFT OF MAIL,6,6C,2021/04/16 15:59:00+00
2310,LARCENY,1708 US THEFT OF MAIL,4,4B,2021/03/29 03:20:00+00
5005,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,4,4C,2021/04/15 05:12:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,3,3A,2021/04/18 15:18:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,2021/04/18 19:26:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,UI,UI,2021/04/18 21:15:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,2021/04/19 14:17:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2A,2021/04/17 08:00:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,2021/04/16 00:00:00+00
1315,AGG ASSAULT,245(A)(2) AWDW-FIREARM,1,1C,2021/04/18 18:56:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,2,2B,2021/04/18 01:00:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3A,2021/04/15 01:45:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,1,1B,2021/04/15 07:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,4,4C,2021/04/15 00:10:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/04/15 04:00:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3A,2021/04/17 02:05:00+00
2399,LARCENY,484 PC PETTY THEFT,2,2C,2021/04/15 01:05:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,5,5A,2021/04/10 07:45:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1B,2021/04/16 16:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,2021/04/12 14:30:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3M,2021/04/16 23:00:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5C,2021/03/31 15:00:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4C,2021/04/13 21:33:00+00
1315,AGG ASSAULT,244 PC ASSAULT W/ CAUST CHEMIC,3,3M,2021/04/17 21:53:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5B,2021/04/02 23:45:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5A,2021/03/27 21:02:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,1,1A,2021/04/07 03:30:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6D,2021/04/16 01:20:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4A,2021/04/15 20:35:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1A,2021/04/15 22:00:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6C,2021/04/13 21:00:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,2,2A,2021/04/11 07:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,2021/04/18 02:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3M,2021/04/20 02:00:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,3,3A,2021/04/19 00:38:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,2021/04/19 03:19:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3B,2021/04/19 16:01:00+00
1299,ROBBERY,211 PC ROBBERY-BUSINESS,3,3B,2021/04/19 14:04:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6D,2021/04/14 10:07:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3M,2021/03/27 17:29:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,2021/04/17 01:46:00+00
2299,BURGLARY,459 PC BURG VEHICLE,2,2A,2021/04/15 20:15:00+00
2299,BURGLARY,459 PC BURG VEHICLE,4,4A,2021/04/05 15:50:00+00
5401,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2A,2021/04/17 22:07:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/04/15 08:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5B,2021/04/17 23:50:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3B,2021/04/16 08:25:00+00
2299,BURGLARY,459 PC BURG VEHICLE,4,4A,2021/04/01 18:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,5,5A,2021/04/08 02:45:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,2021/04/15 20:30:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,2021/02/22 15:56:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,2021/04/16 18:40:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,2021/04/17 12:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,2021/04/02 04:10:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2B,2021/04/02 16:05:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,2021/04/19 16:02:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,2021/04/18 18:39:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-M,4,4A,2021/04/19 04:40:00+00
7000,RELEASE,849(B)(1) CERTIFICATE OF RELEA,3,3B,2021/04/19 19:55:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,2021/04/16 22:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4C,2021/04/18 22:23:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2A,2021/04/19 20:00:00+00
4801,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,3,3M,2021/04/19 20:09:00+00
5212,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,3,3A,2021/04/19 21:56:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6D,2021/04/19 14:41:00+00
5212,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,3,3M,2021/04/20 02:20:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-M,5,5B,2021/04/19 21:54:00+00
2803,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,2,2B,2021/04/19 09:22:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-M,4,4C,2021/04/14 00:45:00+00
5212,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,4,4B,2021/04/19 01:38:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,1,1C,2021/04/20 00:52:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,1,1C,2021/04/20 09:38:00+00
2999,VANDALISM,594(A)(2) VANDALISM-DAMAGE,1,1C,2021/04/16 20:30:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,2021/04/20 05:36:00+00
5404,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,2,2A,2021/04/19 01:36:00+00
5404,TRAFFIC,23152(A) DUI ALCOHOL,2,2A,2021/04/19 23:07:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2C,2021/04/20 08:05:00+00
1210,ROBBERY,211 PC ROBBERY-PURSE SNATCH,2,2A,2021/04/19 23:41:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2C,2021/04/20 00:43:00+00
1210,ROBBERY,211 PC ROBBERY-PURSE SNATCH,4,4C,2021/04/20 05:09:00+00
1210,ROBBERY,211 PC ROBBERY-PURSE SNATCH,2,2C,2021/04/19 22:12:00+00
5213,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,6,6A,2021/04/18 11:01:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2A,2021/04/19 00:00:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1A,2021/04/13 18:00:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6D,2021/04/18 01:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,2021/04/19 13:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,2021/04/20 12:54:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,2021/04/20 10:00:00+00
3699,SEX REGISTRATI,290.013 FAIL TO REG-CHG ADDR,3,3A,2021/04/20 15:36:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,2021/04/20 05:30:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,2021/04/08 22:30:00+00
5499,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,6,6A,2021/04/20 02:49:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-M,6,6E,2021/04/20 13:14:00+00
7399,SAC CITY CODE,13.10.390 SCC ILLEGAL DUMPING,2,2B,2021/04/16 01:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-M,5,5A,2021/04/19 05:03:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5B,2021/04/19 12:30:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,2021/04/13 08:56:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3A,2021/04/12 01:00:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4A,2021/04/14 03:30:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,2021/04/20 19:00:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3A,2021/04/12 05:00:00+00
2399,LARCENY,484 PC PETTY THEFT,2,2A,2021/04/03 03:00:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3A,2021/04/19 19:00:00+00
4805,OBSTRUCTING,136.1(C)(1) PC DISSUADE V/W,6,6A,2021/04/19 19:18:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,2021/04/20 22:15:00+00
2310,LARCENY,1708 US THEFT OF MAIL,1,1A,2021/04/16 23:15:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,2021/04/13 00:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,2021/04/13 12:30:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,2021/04/09 15:42:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,2021/04/05 20:15:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,2021/02/02 23:20:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6B,2021/04/16 05:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6A,2021/04/03 23:40:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,2021/04/08 19:40:00+00
2999,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,1,1B,2021/04/16 14:15:00+00
2299,BURGLARY,459 PC BURG VEHICLE,6,6D,2021/04/13 02:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5C,2021/03/24 00:20:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,1,1B,2021/04/15 13:50:00+00
2399,LARCENY,484 PC PETTY THEFT,2,2B,2021/03/03 08:24:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,2021/03/29 00:34:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3A,2021/04/07 07:33:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,2021/04/17 22:35:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,2021/04/19 04:14:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4A,2021/04/15 20:00:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,2,2B,2021/04/16 09:00:00+00
2399,LARCENY,484 PC PETTY THEFT,2,2C,2021/04/15 02:39:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2C,2021/04/21 00:24:00+00
5401,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2A,2021/04/18 02:51:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2A,2021/04/20 17:23:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6B,2021/04/16 00:13:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,2021/04/18 05:45:00+00
7000,RELEASE,849(B)(1) CERTIFICATE OF RELEA,3,3M,2021/04/19 17:53:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,2021/04/20 17:51:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4C,2021/04/20 17:01:00+00
3599,NARCOTICS,11350(A) POSS CONTROLLED SUBST,6,6B,2021/04/19 08:24:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,2021/04/10 05:26:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,2021/04/20 17:07:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,2021/04/21 00:27:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2C,2021/04/21 03:36:00+00
1315,AGG ASSAULT,245(B) PC AWDW SEMIAUTO FIREAR,2,2C,2021/04/20 01:19:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,1,1A,2021/04/21 03:10:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2B,2021/04/21 03:16:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,2,2C,2021/04/20 02:00:00+00
3599,NARCOTICS,11364.1(A) POSS UNLAWFUL PARAP,2,2B,2021/04/21 07:07:00+00
2999,VANDALISM,594(A)(2) VANDALISM-DAMAGE,2,2B,2021/04/20 06:28:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2A,2021/04/21 03:22:00+00
2803,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,2,2C,2021/04/21 07:51:00+00
3599,NARCOTICS,11350(A) POSS CONTROLLED SUBST,4,4B,2021/04/21 01:20:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-M,4,4A,2021/04/16 23:30:00+00
1210,ROBBERY,211 PC ROBBERY-PURSE SNATCH,2,2C,2021/04/20 07:12:00+00
1299,ROBBERY,211 PC ROBBERY-BUSINESS,1,1C,2021/04/20 12:13:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,5,5A,2021/04/17 00:00:00+00
5213,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,6,6C,2021/04/11 20:30:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6E,2021/04/21 02:56:00+00
5404,TRAFFIC,23152(A) DUI ALCOHOL,1,1C,2021/04/18 07:40:00+00
5404,TRAFFIC,23152(A) DUI ALCOHOL,4,4B,2021/04/21 07:07:00+00
2305,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4C,2021/03/15 13:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/04/19 18:05:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5B,2021/04/21 03:00:00+00
2304,LARCENY,487(A) GRAND THEFT-AUTO PARTS,3,3A,2021/03/29 14:00:00+00
5212,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,6,6D,2021/04/20 19:18:00+00
5212,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-F,5,5B,2021/04/20 17:05:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6D,2021/04/19 22:12:00+00
5212,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,6,6B,2021/04/20 21:31:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,UI,UI,2021/04/21 05:21:00+00
5213,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,5,5A,2021/04/21 04:15:00+00
2099,FIRE,13001 HS THROW BURNING MATERIA,3,3A,2021/04/21 16:48:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6D,2021/03/15 15:30:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6C,2021/04/21 06:56:00+00
2310,LARCENY,1708 US THEFT OF MAIL,4,4C,2021/01/31 22:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4C,2021/04/02 21:40:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,2021/04/16 00:45:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6B,2021/03/08 18:06:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6B,2021/04/05 14:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,2021/04/17 13:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1A,2021/04/20 20:10:00+00
2999,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,6,6B,2021/04/17 02:20:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,2021/04/18 21:00:00+00
2999,VANDALISM,594(A)(2) VANDALISM-DAMAGE,5,5A,2021/04/20 23:00:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,2021/04/21 09:15:00+00
5399,PUBLIC PEACE,415(2) PC DIST PEACE NOISE,4,4A,2021/04/21 00:10:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,2021/04/12 16:04:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,2021/04/14 00:51:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5A,2021/04/19 04:50:00+00
1313,BATTERY,243(B) PC BATTERY EMERG PERSON,3,3B,2021/04/21 16:00:00+00
1212,ROBBERY,215(A) PC CARJACKING,4,4A,2021/04/21 13:23:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5B,2021/04/20 16:57:00+00
5404,TRAFFIC,23152(A) DUI ALCOHOL,5,5C,2021/04/20 07:26:00+00
5212,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,6,6C,2021/04/21 05:19:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3M,2021/04/21 23:21:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,2021/04/18 19:47:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5C,2021/04/21 04:37:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,2021/04/21 20:33:00+00
3532,DANGEROUS DRUG,11351 HS POSS/SALE COCAINE,2,2B,2021/04/22 00:20:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,2021/04/21 21:04:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,1,1A,2021/04/21 16:16:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,2021/04/22 06:06:00+00
5404,TRAFFIC,23152(A) DUI ALCOHOL,6,6E,2021/04/22 06:31:00+00
2803,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,6,6C,2021/04/22 06:19:00+00
5499,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,5,5B,2021/04/21 08:41:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,2021/04/20 19:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,2021/04/22 04:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,2021/04/22 03:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6A,2021/03/01 22:33:00+00
5202,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-FEL,UI,UI,2021/04/20 23:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,2021/03/18 20:45:00+00
5213,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,4,4B,2021/04/22 06:43:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5A,2021/03/31 15:00:00+00
2605,FRAUD,484G(B) PC ACCESS CARD FRAUD,2,2A,2021/04/22 08:00:00+00
4801,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,2,2A,2021/04/22 07:21:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,2021/04/22 11:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-M,2,2C,2021/04/21 13:10:00+00
5213,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,5,5A,2021/04/21 09:00:00+00
2999,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,2,2A,2021/04/20 19:40:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2C,2021/04/22 09:14:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6D,2021/04/19 10:37:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2A,2021/04/18 03:43:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1C,2021/04/15 04:16:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5A,2021/04/12 05:30:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3A,2021/04/22 22:18:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5C,2021/04/19 03:42:00+00
5401,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,6,6A,2021/04/16 22:40:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5A,2021/03/31 09:45:00+00
